distance_m,FSPL_dB,gas_absorption_dB,total_loss_dB,SNR_dB,Eb_J,capacity_bps,outage_flag_cap
1960.0,147.83754652152277,11.368,159.20554652152276,-80.19524656488295,1.0000000000000001e-11,68.96359448946333,1
1970.0,147.88174961762508,11.426,159.30774961762506,-80.29744966098525,1.0000000000000001e-11,67.35961162503429,1
1980.0,147.92572889962383,11.484,159.40972889962384,-80.39942894298403,1.0000000000000001e-11,65.79632669189519,1
1990.0,147.9694866225874,11.542,159.5114866225874,-80.50118666594759,1.0000000000000001e-11,64.27260087196055,1
2000.0,148.01302500767287,11.6,159.61302500767286,-80.60272505103305,1.0000000000000001e-11,62.787333788260945,1
2010.0,148.05634624280304,11.657999999999998,159.71434624280303,-80.70404628616322,1.0000000000000001e-11,61.339455496376964,1
2020.0,148.0994524833257,11.716,159.8154524833257,-80.8051525266859,1.0000000000000001e-11,59.92793128957897,1
2030.0,148.1423458526575,11.774,159.9163458526575,-80.9060458960177,1.0000000000000001e-11,58.55176009711401,1
2040.0,148.18502844291123,11.831999999999999,160.01702844291123,-81.00672848627141,1.0000000000000001e-11,57.209966475639625,1
2050.0,148.22750231550833,11.889999999999999,160.11750231550832,-81.1072023588685,1.0000000000000001e-11,55.90160861779019,1
2060.0,148.2697695017763,11.948,160.2177695017763,-81.20746954513649,1.0000000000000001e-11,54.62577194532396,1
2070.0,148.3118320035316,12.005999999999998,160.3178320035316,-81.3075320468918,1.0000000000000001e-11,53.38156910912324,1
2080.0,148.35369179364847,12.064,160.41769179364846,-81.40739183700865,1.0000000000000001e-11,52.16813998919431,1
2090.0,148.39535081661433,12.121999999999998,160.5173508166143,-81.5070508599745,1.0000000000000001e-11,50.984651694667605,1
2100.0,148.4368109890716,12.18,160.6168109890716,-81.6065110324318,1.0000000000000001e-11,49.83029215694476,1
2110.0,148.47807420034707,12.238,160.71607420034707,-81.70577424370725,1.0000000000000001e-11,48.70427813826487,1
2120.0,148.51914231296826,12.296,160.81514231296825,-81.80484235632844,1.0000000000000001e-11,47.605848824851556,1
2130.0,148.56001716316797,12.354,160.91401716316796,-81.90371720652814,1.0000000000000001e-11,46.53426102177335,1
2140.0,148.6007005613771,12.412,161.0127005613771,-82.00240060473729,1.0000000000000001e-11,45.488800364936345,1
2150.0,148.64119429270534,12.469999999999999,161.11119429270533,-82.10089433606552,1.0000000000000001e-11,44.46876850737839,1
2160.0,148.68150011741187,12.528,161.20950011741186,-82.19920016077205,1.0000000000000001e-11,43.473492729548525,1
2170.0,148.7216197713638,12.585999999999999,161.30761977136382,-82.297319814724,1.0000000000000001e-11,42.5023131256011,1
2180.0,148.76155496648533,12.644,161.40555496648534,-82.39525500984553,1.0000000000000001e-11,41.5545938153885,1
2190.0,148.80130739119562,12.702,161.50330739119562,-82.4930074345558,1.0000000000000001e-11,40.62971653760821,1
2200.0,148.84087871083733,12.76,161.60087871083732,-82.59057875419751,1.0000000000000001e-11,39.727082251516116,1
2210.0,148.88027056809545,12.818,161.69827056809547,-82.68797061145565,1.0000000000000001e-11,38.84610473007352,1
2220.0,148.91948458340602,12.876000000000001,161.79548458340602,-82.78518462676621,1.0000000000000001e-11,37.98622017022666,1
2230.0,148.95852235535648,12.934,161.89252235535648,-82.88222239871666,1.0000000000000001e-11,37.146875980914004,1
2240.0,148.99738546107648,12.992,161.98938546107647,-82.97908550443665,1.0000000000000001e-11,36.32754039334578,1
2250.0,149.0360754566205,13.049999999999999,162.0860754566205,-83.0757754999807,1.0000000000000001e-11,35.52769124901125,1
2260.0,149.07459387734127,13.107999999999999,162.18259387734128,-83.17229392070146,1.0000000000000001e-11,34.74682721167146,1
2270.0,149.1129422382557,13.166,162.2789422382557,-83.26864228161588,1.0000000000000001e-11,33.98445495365332,1
2280.0,149.1511220344023,13.223999999999998,162.3751220344023,-83.36482207776248,1.0000000000000001e-11,33.24010036784231,1
2290.0,149.18913474119103,13.282,162.47113474119104,-83.46083478455122,1.0000000000000001e-11,32.513300559116296,1
2300.0,149.2269818147451,13.339999999999998,162.5669818147451,-83.55668185810529,1.0000000000000001e-11,31.803605446058775,1
2310.0,149.26466469223612,13.398,162.66266469223612,-83.65236473559631,1.0000000000000001e-11,31.11057776095892,1
2320.0,149.30218479221122,13.456,162.7581847922112,-83.7478848355714,1.0000000000000001e-11,30.43379144809832,1
2330.0,149.3395435149136,13.514,162.8535435149136,-83.8432435582738,1.0000000000000001e-11,29.7728348671775,1
2340.0,149.3767422425961,13.572,162.9487422425961,-83.93844228595628,1.0000000000000001e-11,29.127305988176214,1
2350.0,149.41378233982795,13.63,163.04378233982794,-84.03348238318813,1.0000000000000001e-11,28.49681399306668,1
2360.0,149.45066515379534,13.687999999999999,163.13866515379533,-84.12836519715552,1.0000000000000001e-11,27.88097927581361,1
2370.0,149.4873920145953,13.746,163.2333920145953,-84.22309205795548,1.0000000000000001e-11,27.2794334423742,1
2380.0,149.52396423552347,13.803999999999998,163.32796423552347,-84.31766427888365,1.0000000000000001e-11,26.691816107271695,1
2390.0,149.560383113356,13.862,163.422383113356,-84.41208315671619,1.0000000000000001e-11,26.117778097021837,1
2400.0,149.59664992862537,13.92,163.51664992862536,-84.50634997198554,1.0000000000000001e-11,25.556981450132913,1
2410.0,149.63276594589064,13.978,163.61076594589065,-84.60046598925084,1.0000000000000001e-11,25.009093010252776,1
