distance_m,alpha_Np_per_m,path_loss_dB,Pr_dBm,SNR_dB,Capacity_bps
3170.0,1.2566370614359172,34601.02396455464,-34571.02396455464,-34432.02396455464,0.0
3180.0,1.2566370614359172,34710.17545971096,-34680.17545971096,-34541.17545971096,0.0
3190.0,1.2566370614359172,34819.32695486728,-34789.32695486728,-34650.32695486728,0.0
3200.0,1.2566370614359172,34928.478450023606,-34898.478450023606,-34759.478450023606,0.0
3210.0,1.2566370614359172,35037.62994517993,-35007.62994517993,-34868.62994517993,0.0
3220.0,1.2566370614359172,35146.78144033626,-35116.78144033626,-34977.78144033626,0.0
3230.0,1.2566370614359172,35255.93293549258,-35225.93293549258,-35086.93293549258,0.0
3240.0,1.2566370614359172,35365.0844306489,-35335.0844306489,-35196.0844306489,0.0
3250.0,1.2566370614359172,35474.235925805224,-35444.235925805224,-35305.235925805224,0.0
3260.0,1.2566370614359172,35583.38742096155,-35553.38742096155,-35414.38742096155,0.0
3270.0,1.2566370614359172,35692.538916117875,-35662.538916117875,-35523.538916117875,0.0
3280.0,1.2566370614359172,35801.6904112742,-35771.6904112742,-35632.6904112742,0.0
3290.0,1.2566370614359172,35910.84190643052,-35880.84190643052,-35741.84190643052,0.0
3300.0,1.2566370614359172,36019.99340158684,-35989.99340158684,-35850.99340158684,0.0
3310.0,1.2566370614359172,36129.14489674317,-36099.14489674317,-35960.14489674317,0.0
3320.0,1.2566370614359172,36238.296391899494,-36208.296391899494,-36069.296391899494,0.0
3330.0,1.2566370614359172,36347.447887055816,-36317.447887055816,-36178.447887055816,0.0
3340.0,1.2566370614359172,36456.59938221214,-36426.59938221214,-36287.59938221214,0.0
3350.0,1.2566370614359172,36565.75087736846,-36535.75087736846,-36396.75087736846,0.0
3360.0,1.2566370614359172,36674.90237252479,-36644.90237252479,-36505.90237252479,0.0
3370.0,1.2566370614359172,36784.05386768111,-36754.05386768111,-36615.05386768111,0.0
3380.0,1.2566370614359172,36893.205362837434,-36863.205362837434,-36724.205362837434,0.0
3390.0,1.2566370614359172,37002.35685799376,-36972.35685799376,-36833.35685799376,0.0
3400.0,1.2566370614359172,37111.508353150086,-37081.508353150086,-36942.508353150086,0.0
3410.0,1.2566370614359172,37220.65984830641,-37190.65984830641,-37051.65984830641,0.0
3420.0,1.2566370614359172,37329.81134346273,-37299.81134346273,-37160.81134346273,0.0
3430.0,1.2566370614359172,37438.96283861905,-37408.96283861905,-37269.96283861905,0.0
3440.0,1.2566370614359172,37548.114333775375,-37518.114333775375,-37379.114333775375,0.0
3450.0,1.2566370614359172,37657.265828931704,-37627.265828931704,-37488.265828931704,0.0
3460.0,1.2566370614359172,37766.417324088026,-37736.417324088026,-37597.417324088026,0.0
3470.0,1.2566370614359172,37875.56881924435,-37845.56881924435,-37706.56881924435,0.0
3480.0,1.2566370614359172,37984.72031440067,-37954.72031440067,-37815.72031440067,0.0
3490.0,1.2566370614359172,38093.87180955699,-38063.87180955699,-37924.87180955699,0.0
3500.0,1.2566370614359172,38203.02330471332,-38173.02330471332,-38034.02330471332,0.0
3510.0,1.2566370614359172,38312.174799869645,-38282.174799869645,-38143.174799869645,0.0
3520.0,1.2566370614359172,38421.32629502597,-38391.32629502597,-38252.32629502597,0.0
3530.0,1.2566370614359172,38530.47779018229,-38500.47779018229,-38361.47779018229,0.0
3540.0,1.2566370614359172,38639.62928533862,-38609.62928533862,-38470.62928533862,0.0
3550.0,1.2566370614359172,38748.78078049494,-38718.78078049494,-38579.78078049494,0.0
3560.0,1.2566370614359172,38857.93227565126,-38827.93227565126,-38688.93227565126,0.0
3570.0,1.2566370614359172,38967.083770807585,-38937.083770807585,-38798.083770807585,0.0
3580.0,1.2566370614359172,39076.23526596391,-39046.23526596391,-38907.23526596391,0.0
3590.0,1.2566370614359172,39185.38676112024,-39155.38676112024,-39016.38676112024,0.0
3600.0,1.2566370614359172,39294.53825627656,-39264.53825627656,-39125.53825627656,0.0
3610.0,1.2566370614359172,39403.68975143288,-39373.68975143288,-39234.68975143288,0.0
3620.0,1.2566370614359172,39512.8412465892,-39482.8412465892,-39343.8412465892,0.0
3630.0,1.2566370614359172,39621.99274174553,-39591.99274174553,-39452.99274174553,0.0
3640.0,1.2566370614359172,39731.144236901855,-39701.144236901855,-39562.144236901855,0.0
3650.0,1.2566370614359172,39840.29573205818,-39810.29573205818,-39671.29573205818,0.0
3660.0,1.2566370614359172,39949.4472272145,-39919.4472272145,-39780.4472272145,0.0
3670.0,1.2566370614359172,40058.59872237082,-40028.59872237082,-39889.59872237082,0.0
3680.0,1.2566370614359172,40167.75021752715,-40137.75021752715,-39998.75021752715,0.0
3690.0,1.2566370614359172,40276.90171268347,-40246.90171268347,-40107.90171268347,0.0
3700.0,1.2566370614359172,40386.053207839796,-40356.053207839796,-40217.053207839796,0.0
3710.0,1.2566370614359172,40495.20470299612,-40465.20470299612,-40326.20470299612,0.0
3720.0,1.2566370614359172,40604.35619815244,-40574.35619815244,-40435.35619815244,0.0
3730.0,1.2566370614359172,40713.50769330877,-40683.50769330877,-40544.50769330877,0.0
3740.0,1.2566370614359172,40822.65918846509,-40792.65918846509,-40653.65918846509,0.0
3750.0,1.2566370614359172,40931.810683621414,-40901.810683621414,-40762.810683621414,0.0
3760.0,1.2566370614359172,41040.962178777736,-41010.962178777736,-40871.962178777736,0.0
3770.0,1.2566370614359172,41150.113673934065,-41120.113673934065,-40981.113673934065,0.0
3780.0,1.2566370614359172,41259.26516909039,-41229.26516909039,-41090.26516909039,0.0
3790.0,1.2566370614359172,41368.41666424671,-41338.41666424671,-41199.41666424671,0.0
3800.0,1.2566370614359172,41477.56815940303,-41447.56815940303,-41308.56815940303,0.0
3810.0,1.2566370614359172,41586.719654559354,-41556.719654559354,-41417.719654559354,0.0
3820.0,1.2566370614359172,41695.871149715684,-41665.871149715684,-41526.871149715684,0.0
3830.0,1.2566370614359172,41805.022644872006,-41775.022644872006,-41636.022644872006,0.0
3840.0,1.2566370614359172,41914.17414002833,-41884.17414002833,-41745.17414002833,0.0
3850.0,1.2566370614359172,42023.32563518465,-41993.32563518465,-41854.32563518465,0.0
3860.0,1.2566370614359172,42132.47713034097,-42102.47713034097,-41963.47713034097,0.0
3870.0,1.2566370614359172,42241.6286254973,-42211.6286254973,-42072.6286254973,0.0
3880.0,1.2566370614359172,42350.780120653624,-42320.780120653624,-42181.780120653624,0.0
3890.0,1.2566370614359172,42459.93161580995,-42429.93161580995,-42290.93161580995,0.0
3900.0,1.2566370614359172,42569.08311096627,-42539.08311096627,-42400.08311096627,0.0
3910.0,1.2566370614359172,42678.2346061226,-42648.2346061226,-42509.2346061226,0.0
3920.0,1.2566370614359172,42787.38610127892,-42757.38610127892,-42618.38610127892,0.0
3930.0,1.2566370614359172,42896.53759643524,-42866.53759643524,-42727.53759643524,0.0
3940.0,1.2566370614359172,43005.689091591565,-42975.689091591565,-42836.689091591565,0.0
3950.0,1.2566370614359172,43114.84058674789,-43084.84058674789,-42945.84058674789,0.0
3960.0,1.2566370614359172,43223.992081904216,-43193.992081904216,-43054.992081904216,0.0
3970.0,1.2566370614359172,43333.14357706054,-43303.14357706054,-43164.14357706054,0.0
3980.0,1.2566370614359172,43442.29507221686,-43412.29507221686,-43273.29507221686,0.0
3990.0,1.2566370614359172,43551.44656737318,-43521.44656737318,-43382.44656737318,0.0
4000.0,1.2566370614359172,43660.59806252951,-43630.59806252951,-43491.59806252951,0.0
