distance_m,rain_rate_mmph,humidity_pct,visibility_km,Cn2,SNR_RF_dB,SNR_FSO_dB,SNR_THz_dB,C_RF_bps,C_FSO_bps,C_THz_bps,Eb_RF_J_per_bit,Eb_FSO_J_per_bit,Eb_THz_J_per_bit,best_channel,scenario
2230.0,0.0,36.45058616983593,24.13695735821147,1e-15,4.581533159832119,25.145258635370354,-1.6015387995273613,39060045.49809508,1000000000.0,1000000000.0,2.5601608683450435e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2240.0,0.0,36.45058616983593,24.13695735821147,1e-15,1.7000147838768527,25.103427243147635,-1.6523370810983522,26196485.56877046,1000000000.0,1000000000.0,3.817305941191314e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2250.0,0.0,36.45058616983593,24.13695735821147,1e-15,6.364116195014688,25.061769860924045,-1.702962252493279,48278593.795736134,1000000000.0,1000000000.0,2.0713113646825357e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2260.0,0.0,36.45058616983593,24.13695735821147,1e-15,3.7419895124756977,25.020284949015007,-1.7534158490650213,35029306.80565268,1000000000.0,1000000000.0,2.8547524664080136e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2270.0,0.0,36.45058616983593,24.13695735821147,1e-15,2.099335458044777,24.978970988111882,-1.8036993858303845,27808532.800361935,1000000000.0,1000000000.0,3.596018557250114e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2280.0,0.0,36.45058616983593,24.13695735821147,1e-15,-0.598159582658198,24.937826478923725,-1.8538143578279573,18081322.39065045,1000000000.0,1000000000.0,5.530568939565412e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2290.0,0.0,36.45058616983593,24.13695735821147,1e-15,1.0166805622596513,24.896849941827156,-1.9037622404675858,23574548.28418887,1000000000.0,1000000000.0,4.2418628257267035e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2300.0,0.0,36.45058616983593,24.13695735821147,1e-15,3.734723896211392,24.856039916523528,-1.9535444898726553,34995380.2246453,1000000000.0,1000000000.0,2.8575200314461952e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2310.0,0.0,36.45058616983593,24.13695735821147,1e-15,1.6089714287274717,24.81539496170393,-2.0031625432146143,25837124.52332028,1000000000.0,1000000000.0,3.870399738552222e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2320.0,0.0,36.45058616983593,24.13695735821147,1e-15,0.902765707700155,24.774913654721146,-2.052617819040705,23154489.12059465,1000000000.0,1000000000.0,4.318816946432019e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2330.0,0.0,36.45058616983593,24.13695735821147,1e-15,-0.021414746172041532,24.73459459126866,-2.101911717594021,19928949.447342467,1000000000.0,1000000000.0,5.017825965399046e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2340.0,0.0,36.45058616983593,24.13695735821147,1e-15,2.909848013486098,24.694436385066652,-2.1510456211274516,31256044.068719797,1000000000.0,1000000000.0,3.1993812070439617e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2350.0,0.0,36.45058616983593,24.13695735821147,1e-15,5.811133053414565,24.654437667554774,-2.200020894210269,45330649.358178,1000000000.0,1000000000.0,2.2060129606760033e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2360.0,0.0,36.45058616983593,24.13695735821147,1e-15,2.558278173395351,24.614597087591065,-2.248838884028629,29732259.62375323,1000000000.0,1000000000.0,3.363350154527427e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2370.0,0.0,36.45058616983593,24.13695735821147,1e-15,0.16800215724863676,24.574913311157744,-2.2975009206795107,20563488.038277864,1000000000.0,1000000000.0,4.8629882155135935e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2380.0,0.0,36.45058616983593,24.13695735821147,1e-15,-2.723337615762361,24.535385021072756,-2.3460083174586543,12348860.484637672,1000000000.0,1000000000.0,8.097913173802781e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2390.0,0.0,36.45058616983593,24.13695735821147,1e-15,2.6036572927384043,24.49601091670759,-2.39436237114208,29926525.76679026,1000000000.0,1000000000.0,3.341517180419617e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2400.0,0.0,36.45058616983593,24.13695735821147,1e-15,2.213240036764745,24.45678971371092,-2.4425643622624307,28278965.319026228,1000000000.0,1000000000.0,3.5361972714298535e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2410.0,0.0,36.45058616983593,24.13695735821147,1e-15,2.464880810493298,24.41772014373815,-2.4906155553786107,29334707.111937065,1000000000.0,1000000000.0,3.408931257381035e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2420.0,0.0,36.45058616983593,24.13695735821147,1e-15,3.048890619270253,24.37880095418619,-2.538517199340845,31870430.110774413,1000000000.0,1000000000.0,3.1377047517847297e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2430.0,0.0,36.45058616983593,24.13695735821147,1e-15,1.4204001492459355,24.34003090793415,-2.5862705275494022,25102564.347261235,1000000000.0,1000000000.0,3.983656753813294e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2440.0,0.0,36.45058616983593,24.13695735821147,1e-15,-0.5318155836571066,24.30140878308879,-2.633876758208686,18287397.018642645,1000000000.0,1000000000.0,5.468246787558526e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2450.0,0.0,36.45058616983593,24.13695735821147,1e-15,-1.13497440730427,24.262933372736043,-2.681337094575696,16475329.245579014,1000000000.0,1000000000.0,6.069681431515791e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2460.0,0.0,36.45058616983593,24.13695735821147,1e-15,1.7654078483363804,24.2246034846965,-2.7286527252036024,26456485.114819005,1000000000.0,1000000000.0,3.779791592345245e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
2470.0,0.0,36.45058616983593,24.13695735821147,1e-15,8.10882449600237,24.186417941286876,-2.775824824180262,58020908.60636278,1000000000.0,1000000000.0,1.7235166149920245e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
